Document Name: Hopland_plate46_02-15-23 ,,,,,,,,,,,,,
Plate Type: Standard Curve,,,,,,,,,,,,,
User: EGF User,,,,,,,,,,,,,
,,,,,,,,,,,,,
Document Information,,,,,,,,,,,,,
,,,,,,,,,,,,,
Operator: EGF User,,,,,,,,,,,,,
Run Date: Wednesday, February 15, 2023 12:13:13,,,,,,,,,,,
Last Modified: Wednesday, February 15, 2023 14:45:46,,,,,,,,,,,
Instrument Type: Applied Biosystems 7500 Fast Real-Time PCR System,,,,,,,,,,,,,
,,,,,,,,,,,,,
Comments:,,,,,,,,,,,,,
SDS v1.4,,,,,,,,,,,,,
,,,,,,,,,,,,,
Thermal Cycler Profile,,,,,,,,,,,,,
Stage,Repetitions,Temperature,Time,Ramp Rate,Auto Increment,,,,,,,,
1,1,95.0 °C,15:00,Auto,,,,,,,,,
2,40,95.0 °C,0:10,Auto,,,,,,,,,
,,60.0 °C,0:15,Auto,,,,,,,,,
,,72.0 °C,0:30,Auto,,,,,,,,,
3 (Dissociation),1,95.0 °C,0:15,Auto,,,,,,,,,
,,60.0 °C,1:00,Auto,,,,,,,,,
,,95.0 °C,0:15,Auto,,,,,,,,,
,,60.0 °C,0:15,Auto,,,,,,,,,
Fast 7500 Mode,,,,,,,,,,,,,
Data Collection :  Stage 2 Step 3,,,,,,,,,,,,,
PCR Volume: 20 µL,,,,,,,,,,,,,
,,,,,,,,,,,,,
Well,Sample Name,Detector,Task,Ct,StdDev Ct,Qty,Mean Qty,StdDev Qty,Filtered,Tm,User Defined #1,User Defined #2,User Defined #3
A1,179,Rec_F1,Unknown,37.4597,0.293,,,,,80.2,,,
A2,179,Rec_F1,Unknown,37.0459,0.293,,,,,80.5,,,
A3,221,Rec_F1,Unknown,Undetermined,,,,,,65.5,,,
A4,221,Rec_F1,Unknown,Undetermined,,,,,,64.9,,,
A5,229,Rec_F1,Unknown,Undetermined,,,,,,70,,,
A6,229,Rec_F1,Unknown,Undetermined,,,,,,65.5,,,
A7,237,Rec_F1,Unknown,35.497,0.118,,,,,80.8,,,
A8,237,Rec_F1,Unknown,35.6637,0.118,,,,,80.5,,,
A9,5,Rec_F1,Unknown,Undetermined,,,,,,66,,,
A10,5,Rec_F1,Unknown,Undetermined,,,,,,66.9,,,
A11,ntc,Rec_F1,Unknown,Undetermined,,,,,,68.3,,,
A12,ntc,Rec_F1,Unknown,Undetermined,,,,,,66.3,,,
B1,206,Rec_F1,Unknown,36.207,0.528,,,,,80.5,,,
B2,206,Rec_F1,Unknown,35.4609,0.528,,,,,80.5,,,
B3,222,Rec_F1,Unknown,34.2252,0.349,,,,,80.5,,,
B4,222,Rec_F1,Unknown,34.7194,0.349,,,,,80.5,,,
B5,230,Rec_F1,Unknown,29.1331,0.124,,,,,80.8,,,
B6,230,Rec_F1,Unknown,29.3085,0.124,,,,,80.8,,,
B7,238,Rec_F1,Unknown,Undetermined,,,,,,66.9,,,
B8,238,Rec_F1,Unknown,Undetermined,,,,,,64.9,,,
B9,6,Rec_F1,Unknown,Undetermined,,,,,,64.9,,,
B10,6,Rec_F1,Unknown,Undetermined,,,,,,65.5,,,
B11,neg,Rec_F1,Unknown,Undetermined,,,,,,64.9,,,
B12,neg,Rec_F1,Unknown,Undetermined,,,,,,65.2,,,
C1,210,Rec_F1,Unknown,35.4054,0.449,,,,,80.5,,,
C2,210,Rec_F1,Unknown,36.0403,0.449,,,,,80.8,,,
C3,223,Rec_F1,Unknown,Undetermined,,,,,,66.6,,,
C4,223,Rec_F1,Unknown,Undetermined,,,,,,66,,,
C5,231,Rec_F1,Unknown,Undetermined,,,,,,70.8,,,
C6,231,Rec_F1,Unknown,Undetermined,,,,,,69.7,,,
C7,239,Rec_F1,Unknown,Undetermined,,,,,,66,,,
C8,239,Rec_F1,Unknown,Undetermined,,,,,,64.9,,,
C9,7,Rec_F1,Unknown,34.3997,0.325,,,,,80.8,,,
C10,7,Rec_F1,Unknown,33.9401,0.325,,,,,80.5,,,
C11,pos,Rec_F1,Unknown,19.1083,0.0709,,,,,80.5,,,
C12,pos,Rec_F1,Unknown,19.2086,0.0709,,,,,80.5,,,
D1,211,Rec_F1,Unknown,33.8902,0.401,,,,,80.5,,,
D2,211,Rec_F1,Unknown,33.323,0.401,,,,,80.8,,,
D3,224,Rec_F1,Unknown,Undetermined,,,,,,65.2,,,
D4,224,Rec_F1,Unknown,Undetermined,,,,,,65.2,,,
D5,232,Rec_F1,Unknown,27.9448,0.137,,,,,80.8,,,
D6,232,Rec_F1,Unknown,28.139,0.137,,,,,80.8,,,
D7,240,Rec_F1,Unknown,Undetermined,,,,,,65.8,,,
D8,240,Rec_F1,Unknown,39.8873,,,,,,81.1,,,
D9,8,Rec_F1,Unknown,32.2886,0.0376,,,,,80.8,,,
D10,8,Rec_F1,Unknown,32.3417,0.0376,,,,,80.8,,,
E1,217,Rec_F1,Unknown,Undetermined,,,,,,68,,,
E2,217,Rec_F1,Unknown,Undetermined,,,,,,65.5,,,
E3,225,Rec_F1,Unknown,Undetermined,,,,,,64.9,,,
E4,225,Rec_F1,Unknown,Undetermined,,,,,,67.1,,,
E5,233,Rec_F1,Unknown,26.6665,0.0103,,,,,80.8,,,
E6,233,Rec_F1,Unknown,26.681,0.0103,,,,,80.8,,,
E7,1,Rec_F1,Unknown,Undetermined,,,,,,66,,,
E8,1,Rec_F1,Unknown,Undetermined,,,,,,64.9,,,
E9,9,Rec_F1,Unknown,33.1722,0.0187,,,,,81.1,,,
E10,9,Rec_F1,Unknown,33.1457,0.0187,,,,,80.8,,,
F1,218,Rec_F1,Unknown,Undetermined,,,,,,65.5,,,
F2,218,Rec_F1,Unknown,Undetermined,,,,,,66.9,,,
F3,226,Rec_F1,Unknown,Undetermined,,,,,,67.7,,,
F4,226,Rec_F1,Unknown,Undetermined,,,,,,65.5,,,
F5,234,Rec_F1,Unknown,33.0357,0.0937,,,,,80.8,,,
F6,234,Rec_F1,Unknown,32.9031,0.0937,,,,,80.8,,,
F7,2,Rec_F1,Unknown,Undetermined,,,,,,64.9,,,
F8,2,Rec_F1,Unknown,Undetermined,,,,,,68.3,,,
F9,10,Rec_F1,Unknown,Undetermined,,,,,,65.2,,,
F10,10,Rec_F1,Unknown,Undetermined,,,,,,65.2,,,
G1,219,Rec_F1,Unknown,Undetermined,,,,,,65.8,,,
G2,219,Rec_F1,Unknown,Undetermined,,,,,,64.9,,,
G3,227,Rec_F1,Unknown,31.0854,0.0121,,,,,80.5,,,
G4,227,Rec_F1,Unknown,31.1026,0.0121,,,,,80.5,,,
G5,235,Rec_F1,Unknown,31.9655,0.0491,,,,,80.5,,,
G6,235,Rec_F1,Unknown,31.8961,0.0491,,,,,80.8,,,
G7,3,Rec_F1,Unknown,Undetermined,,,,,,66.6,,,
G8,3,Rec_F1,Unknown,Undetermined,,,,,,66.6,,,
G9,11,Rec_F1,Unknown,Undetermined,,,,,,64.9,,,
G10,11,Rec_F1,Unknown,Undetermined,,,,,,67.4,,,
H1,220,Rec_F1,Unknown,Undetermined,,,,,,75.1,,,
H2,220,Rec_F1,Unknown,Undetermined,,,,,,67.7,,,
H3,228,Rec_F1,Unknown,Undetermined,,,,,,64.9,,,
H4,228,Rec_F1,Unknown,Undetermined,,,,,,67.1,,,
H5,236,Rec_F1,Unknown,31.8998,0.241,,,,,80.5,,,
H6,236,Rec_F1,Unknown,31.5585,0.241,,,,,80.5,,,
H7,4,Rec_F1,Unknown,Undetermined,,,,,,71.4,,,
H8,4,Rec_F1,Unknown,Undetermined,,,,,,65.5,,,
H9,12,Rec_F1,Unknown,Undetermined,,,,,,67.4,,,
H10,12,Rec_F1,Unknown,Undetermined,,,,,,66.9,,,
