Document Name: Hopland_plate_31_07_13_22 ,,,,,,,,,,,,,
Plate Type: Standard Curve,,,,,,,,,,,,,
User: EGF User,,,,,,,,,,,,,
,,,,,,,,,,,,,
Document Information,,,,,,,,,,,,,
,,,,,,,,,,,,,
Operator: EGF User,,,,,,,,,,,,,
Run Date: Wednesday, July 13, 2022 15:02:00,,,,,,,,,,,
Last Modified: Thursday, July 14, 2022 09:01:18,,,,,,,,,,,
Instrument Type: Applied Biosystems 7500 Fast Real-Time PCR System,,,,,,,,,,,,,
,,,,,,,,,,,,,
Comments:,,,,,,,,,,,,,
SDS v1.4,,,,,,,,,,,,,
,,,,,,,,,,,,,
Thermal Cycler Profile,,,,,,,,,,,,,
Stage,Repetitions,Temperature,Time,Ramp Rate,Auto Increment,,,,,,,,
1,1,95.0 °C,15:00,Auto,,,,,,,,,
2,40,95.0 °C,0:10,Auto,,,,,,,,,
,,60.0 °C,0:15,Auto,,,,,,,,,
,,72.0 °C,0:30,Auto,,,,,,,,,
3 (Dissociation),1,95.0 °C,0:15,Auto,,,,,,,,,
,,60.0 °C,1:00,Auto,,,,,,,,,
,,95.0 °C,0:15,Auto,,,,,,,,,
,,60.0 °C,0:15,Auto,,,,,,,,,
Fast 7500 Mode,,,,,,,,,,,,,
Data Collection :  Stage 2 Step 3,,,,,,,,,,,,,
PCR Volume: 20 µL,,,,,,,,,,,,,
,,,,,,,,,,,,,
Well,Sample Name,Detector,Task,Ct,StdDev Ct,Qty,Mean Qty,StdDev Qty,Filtered,Tm,User Defined #1,User Defined #2,User Defined #3
A1,1,Rec_F1,Unknown,Undetermined,,,,,,65,,,
A2,1,Rec_F1,Unknown,Undetermined,,,,,,64.8,,,
A3,9,Rec_F1,Unknown,Undetermined,,,,,,66.2,,,
A4,9,Rec_F1,Unknown,Undetermined,,,,,,66.2,,,
A5,17,Rec_F1,Unknown,32.2236,0.368,,,,,80.9,,,
A6,17,Rec_F1,Unknown,31.7036,0.368,,,,,80.9,,,
A7,25,Rec_F1,Unknown,Undetermined,,,,,,68.7,,,
A8,25,Rec_F1,Unknown,38.3867,,,,,,81.2,,,
A9,33,Rec_F1,Unknown,Undetermined,,,,,,67.3,,,
A10,33,Rec_F1,Unknown,Undetermined,,,,,,66.2,,,
A11,41,Rec_F1,Unknown,33.337,0.0698,,,,,80.9,,,
A12,41,Rec_F1,Unknown,33.4357,0.0698,,,,,80.9,,,
B1,2,Rec_F1,Unknown,26.906,0.107,,,,,80.6,,,
B2,2,Rec_F1,Unknown,27.0578,0.107,,,,,80.6,,,
B3,10,Rec_F1,Unknown,39.5348,,,,,,81.2,,,
B4,10,Rec_F1,Unknown,Undetermined,,,,,,64.8,,,
B5,18,Rec_F1,Unknown,26.3956,0.0731,,,,,80.9,,,
B6,18,Rec_F1,Unknown,26.4989,0.0731,,,,,80.9,,,
B7,26,Rec_F1,Unknown,27,0.0531,,,,,80.9,,,
B8,26,Rec_F1,Unknown,26.9248,0.0531,,,,,80.9,,,
B9,34,Rec_F1,Unknown,Undetermined,,,,,,65.9,,,
B10,34,Rec_F1,Unknown,Undetermined,,,,,,64.8,,,
B11,42,Rec_F1,Unknown,39.7239,,,,,,81.2,,,
B12,42,Rec_F1,Unknown,Undetermined,,,,,,80.6,,,
C1,3,Rec_F1,Unknown,30.2274,0.16,,,,,80.9,,,
C2,3,Rec_F1,Unknown,30.4542,0.16,,,,,80.9,,,
C3,11,Rec_F1,Unknown,25.4378,0.0693,,,,,80.9,,,
C4,11,Rec_F1,Unknown,25.5358,0.0693,,,,,80.9,,,
C5,19,Rec_F1,Unknown,39.0204,1.53,,,,,81.5,,,
C6,19,Rec_F1,Unknown,36.8566,1.53,,,,,81.2,,,
C7,27,Rec_F1,Unknown,38.9983,,,,,,81.5,,,
C8,27,Rec_F1,Unknown,Undetermined,,,,,,67.6,,,
C9,35,Rec_F1,Unknown,Undetermined,,,,,,67.6,,,
C10,35,Rec_F1,Unknown,Undetermined,,,,,,65.3,,,
C11,43,Rec_F1,Unknown,37.3415,0.291,,,,,81.2,,,
C12,43,Rec_F1,Unknown,37.7528,0.291,,,,,81.2,,,
D1,4,Rec_F1,Unknown,37.6815,0.903,,,,,80.9,,,
D2,4,Rec_F1,Unknown,36.4049,0.903,,,,,81.2,,,
D3,12,Rec_F1,Unknown,33.2336,0.322,,,,,81.2,,,
D4,12,Rec_F1,Unknown,32.7789,0.322,,,,,81.2,,,
D5,20,Rec_F1,Unknown,28.2899,0.0131,,,,,81.2,,,
D6,20,Rec_F1,Unknown,28.2713,0.0131,,,,,81.2,,,
D7,28,Rec_F1,Unknown,Undetermined,,,,,,64.8,,,
D8,28,Rec_F1,Unknown,Undetermined,,,,,,64.8,,,
D9,36,Rec_F1,Unknown,Undetermined,,,,,,65.3,,,
D10,36,Rec_F1,Unknown,37.5032,,,,,,80.9,,,
D11,44,Rec_F1,Unknown,Undetermined,,,,,,65.6,,,
D12,44,Rec_F1,Unknown,Undetermined,,,,,,68.1,,,
E1,5,Rec_F1,Unknown,30.1547,0.23,,,,,80.9,,,
E2,5,Rec_F1,Unknown,30.4796,0.23,,,,,81.2,,,
E3,13,Rec_F1,Unknown,26.0821,0.028,,,,,81.2,,,
E4,13,Rec_F1,Unknown,26.0425,0.028,,,,,81.2,,,
E5,21,Rec_F1,Unknown,28.0388,0.0208,,,,,81.2,,,
E6,21,Rec_F1,Unknown,28.0682,0.0208,,,,,81.2,,,
E7,29,Rec_F1,Unknown,Undetermined,,,,,,64.8,,,
E8,29,Rec_F1,Unknown,Undetermined,,,,,,64.8,,,
E9,37,Rec_F1,Unknown,Undetermined,,,,,,65.9,,,
E10,37,Rec_F1,Unknown,Undetermined,,,,,,65.6,,,
E11,45,Rec_F1,Unknown,39.0229,0.0821,,,,,81.5,,,
E12,45,Rec_F1,Unknown,39.139,0.0821,,,,,81.2,,,
F1,6,Rec_F1,Unknown,Undetermined,,,,,,65,,,
F2,6,Rec_F1,Unknown,38.1242,,,,,,81.2,,,
F3,14,Rec_F1,Unknown,37.7746,,,,,,81.2,,,
F4,14,Rec_F1,Unknown,Undetermined,,,,,,64.8,,,
F5,22,Rec_F1,Unknown,Undetermined,,,,,,65.6,,,
F6,22,Rec_F1,Unknown,37.5303,,,,,,81.2,,,
F7,30,Rec_F1,Unknown,28.5697,0.0613,,,,,80.9,,,
F8,30,Rec_F1,Unknown,28.6565,0.0613,,,,,80.9,,,
F9,38,Rec_F1,Unknown,Undetermined,,,,,,64.8,,,
F10,38,Rec_F1,Unknown,39.5557,,,,,,80.9,,,
F11,NTC,Rec_F1,Unknown,Undetermined,,,,,,65.6,,,
F12,NTC,Rec_F1,Unknown,Undetermined,,,,,,81.2,,,
G1,7,Rec_F1,Unknown,39.7679,,,,,,80.6,,,
G2,7,Rec_F1,Unknown,Undetermined,,,,,,65.9,,,
G3,15,Rec_F1,Unknown,26.3022,0.0302,,,,,80.9,,,
G4,15,Rec_F1,Unknown,26.3449,0.0302,,,,,80.9,,,
G5,23,Rec_F1,Unknown,26.1648,0.0128,,,,,80.9,,,
G6,23,Rec_F1,Unknown,26.1468,0.0128,,,,,80.9,,,
G7,31,Rec_F1,Unknown,25.7361,0.0151,,,,,80.9,,,
G8,31,Rec_F1,Unknown,25.7575,0.0151,,,,,80.9,,,
G9,39,Rec_F1,Unknown,26.5899,0.144,,,,,80.9,,,
G10,39,Rec_F1,Unknown,26.7933,0.144,,,,,80.9,,,
G11,neg,Rec_F1,Unknown,Undetermined,,,,,,66.4,,,
G12,neg,Rec_F1,Unknown,Undetermined,,,,,,72.8,,,
H1,8,Rec_F1,Unknown,Undetermined,,,,,,66.4,,,
H2,8,Rec_F1,Unknown,Undetermined,,,,,,64.8,,,
H3,16,Rec_F1,Unknown,Undetermined,,,,,,66.4,,,
H4,16,Rec_F1,Unknown,Undetermined,,,,,,65.3,,,
H5,24,Rec_F1,Unknown,31.6956,0.292,,,,,80.6,,,
H6,24,Rec_F1,Unknown,32.109,0.292,,,,,80.9,,,
H7,32,Rec_F1,Unknown,Undetermined,,,,,,64.8,,,
H8,32,Rec_F1,Unknown,38.1167,,,,,,80.9,,,
H9,40,Rec_F1,Unknown,37.9728,0.315,,,,,80.9,,,
H10,40,Rec_F1,Unknown,37.5272,0.315,,,,,80.3,,,
H11,pos,Rec_F1,Unknown,21.3426,0.26,,,,,80.6,,,
H12,pos,Rec_F1,Unknown,21.7109,0.26,,,,,80.6,,,
