Document Name: Hopland_plate35_07-20-22 ,,,,,,,,,,,,,
Plate Type: Standard Curve,,,,,,,,,,,,,
User: EGF User,,,,,,,,,,,,,
,,,,,,,,,,,,,
Document Information,,,,,,,,,,,,,
,,,,,,,,,,,,,
Operator: EGF User,,,,,,,,,,,,,
Run Date: Wednesday, July 20, 2022 16:32:43,,,,,,,,,,,
Last Modified: Thursday, July 21, 2022 08:58:34,,,,,,,,,,,
Instrument Type: Applied Biosystems 7500 Fast Real-Time PCR System,,,,,,,,,,,,,
,,,,,,,,,,,,,
Comments:,,,,,,,,,,,,,
SDS v1.4,,,,,,,,,,,,,
,,,,,,,,,,,,,
Thermal Cycler Profile,,,,,,,,,,,,,
Stage,Repetitions,Temperature,Time,Ramp Rate,Auto Increment,,,,,,,,
1,1,95.0 °C,15:00,Auto,,,,,,,,,
2,40,95.0 °C,0:10,Auto,,,,,,,,,
,,60.0 °C,0:15,Auto,,,,,,,,,
,,72.0 °C,0:30,Auto,,,,,,,,,
3 (Dissociation),1,95.0 °C,0:15,Auto,,,,,,,,,
,,60.0 °C,1:00,Auto,,,,,,,,,
,,95.0 °C,0:15,Auto,,,,,,,,,
,,60.0 °C,0:15,Auto,,,,,,,,,
Fast 7500 Mode,,,,,,,,,,,,,
Data Collection :  Stage 2 Step 3,,,,,,,,,,,,,
PCR Volume: 20 µL,,,,,,,,,,,,,
,,,,,,,,,,,,,
Well,Sample Name,Detector,Task,Ct,StdDev Ct,Qty,Mean Qty,StdDev Qty,Filtered,Tm,User Defined #1,User Defined #2,User Defined #3
A1,164,Rec_F1,Unknown,38.2027,0.0295,,,,,80.8,,,
A2,164,Rec_F1,Unknown,38.2444,0.0295,,,,,81.1,,,
A3,172,Rec_F1,Unknown,39.7945,,,,,,81.1,,,
A4,172,Rec_F1,Unknown,Undetermined,,,,,,65.1,,,
A5,180,Rec_F1,Unknown,Undetermined,,,,,,65.6,,,
A6,180,Rec_F1,Unknown,Undetermined,,,,,,65.1,,,
A7,188,Rec_F1,Unknown,26.6489,0.0858,,,,,81.1,,,
A8,188,Rec_F1,Unknown,26.7702,0.0858,,,,,80.8,,,
A9,196,Rec_F1,Unknown,Undetermined,,,,,,65.6,,,
A10,196,Rec_F1,Unknown,Undetermined,,,,,,68.7,,,
B1,165,Rec_F1,Unknown,25.8436,0.189,,,,,80.5,,,
B2,165,Rec_F1,Unknown,25.5761,0.189,,,,,80.8,,,
B3,173,Rec_F1,Unknown,35.1365,0.0375,,,,,81.1,,,
B4,173,Rec_F1,Unknown,35.1895,0.0375,,,,,81.1,,,
B5,181,Rec_F1,Unknown,32.0269,0.271,,,,,81.1,,,
B6,181,Rec_F1,Unknown,32.4095,0.271,,,,,81.1,,,
B7,189,Rec_F1,Unknown,24.5812,0.118,,,,,81.1,,,
B8,189,Rec_F1,Unknown,24.4149,0.118,,,,,81.1,,,
B9,197,Rec_F1,Unknown,Undetermined,,,,,,65.4,,,
B10,197,Rec_F1,Unknown,Undetermined,,,,,,64.8,,,
C1,166,Rec_F1,Unknown,36.7336,0.751,,,,,81.1,,,
C2,166,Rec_F1,Unknown,35.671,0.751,,,,,81.1,,,
C3,174,Rec_F1,Unknown,Undetermined,,,,,,64.8,,,
C4,174,Rec_F1,Unknown,Undetermined,,,,,,65.4,,,
C5,182,Rec_F1,Unknown,Undetermined,,,,,,66.5,,,
C6,182,Rec_F1,Unknown,Undetermined,,,,,,71.2,,,
C7,190,Rec_F1,Unknown,32.0641,0.275,,,,,81.1,,,
C8,190,Rec_F1,Unknown,31.6747,0.275,,,,,81.1,,,
C9,198,Rec_F1,Unknown,38.1635,0.748,,,,,81.4,,,
C10,198,Rec_F1,Unknown,39.2212,0.748,,,,,81.4,,,
D1,167,Rec_F1,Unknown,Undetermined,,,,,,65.6,,,
D2,167,Rec_F1,Unknown,Undetermined,,,,,,81.7,,,
D3,175,Rec_F1,Unknown,Undetermined,,,,,,65.1,,,
D4,175,Rec_F1,Unknown,Undetermined,,,,,,65.4,,,
D5,183,Rec_F1,Unknown,24.4034,0.28,,,,,81.1,,,
D6,183,Rec_F1,Unknown,24.7993,0.28,,,,,81.1,,,
D7,191,Rec_F1,Unknown,Undetermined,,,,,,65.6,,,
D8,191,Rec_F1,Unknown,Undetermined,,,,,,64.8,,,
D9,NTC,Rec_F1,Unknown,Undetermined,,,,,,66.5,,,
D10,NTC,Rec_F1,Unknown,Undetermined,,,,,,65.1,,,
E1,168,Rec_F1,Unknown,Undetermined,,,,,,64.8,,,
E2,168,Rec_F1,Unknown,Undetermined,,,,,,64.8,,,
E3,176,Rec_F1,Unknown,Undetermined,,,,,,65.6,,,
E4,176,Rec_F1,Unknown,Undetermined,,,,,,64.8,,,
E5,184,Rec_F1,Unknown,28.0866,0.231,,,,,81.1,,,
E6,184,Rec_F1,Unknown,27.76,0.231,,,,,81.4,,,
E7,192,Rec_F1,Unknown,29.3818,0.0551,,,,,81.4,,,
E8,192,Rec_F1,Unknown,29.3038,0.0551,,,,,81.4,,,
E9,neg,Rec_F1,Unknown,Undetermined,,,,,,80.2,,,
E10,neg,Rec_F1,Unknown,Undetermined,,,,,,65.9,,,
F1,169,Rec_F1,Unknown,37.5592,,,,,,81.1,,,
F2,169,Rec_F1,Unknown,Undetermined,,,,,,66.8,,,
F3,177,Rec_F1,Unknown,36.0732,0.696,,,,,81.4,,,
F4,177,Rec_F1,Unknown,35.0895,0.696,,,,,81.4,,,
F5,185,Rec_F1,Unknown,27.9354,0.262,,,,,81.1,,,
F6,185,Rec_F1,Unknown,27.5645,0.262,,,,,81.1,,,
F7,193,Rec_F1,Unknown,25.9145,0.0706,,,,,81.1,,,
F8,193,Rec_F1,Unknown,26.0143,0.0706,,,,,81.1,,,
F9,pos,Rec_F1,Unknown,23.3155,0.358,,,,,81.1,,,
F10,pos,Rec_F1,Unknown,22.8093,0.358,,,,,81.1,,,
G1,170,Rec_F1,Unknown,Undetermined,,,,,,66.2,,,
G2,170,Rec_F1,Unknown,37.8677,,,,,,81.1,,,
G3,178,Rec_F1,Unknown,34.1461,0.646,,,,,81.1,,,
G4,178,Rec_F1,Unknown,33.2319,0.646,,,,,81.1,,,
G5,186,Rec_F1,Unknown,Undetermined,,,,,,65.4,,,
G6,186,Rec_F1,Unknown,Undetermined,,,,,,64.8,,,
G7,194,Rec_F1,Unknown,28.6065,0.102,,,,,80.8,,,
G8,194,Rec_F1,Unknown,28.7504,0.102,,,,,80.8,,,
H1,171,Rec_F1,Unknown,Undetermined,,,,,,80.5,,,
H2,171,Rec_F1,Unknown,Undetermined,,,,,,65.1,,,
H3,179,Rec_F1,Unknown,Undetermined,,,,,,65.9,,,
H4,179,Rec_F1,Unknown,Undetermined,,,,,,64.8,,,
H5,187,Rec_F1,Unknown,27.4927,0.0533,,,,,80.8,,,
H6,187,Rec_F1,Unknown,27.4173,0.0533,,,,,80.8,,,
H7,195,Rec_F1,Unknown,Undetermined,,,,,,65.9,,,
H8,195,Rec_F1,Unknown,Undetermined,,,,,,64.8,,,
