Document Name: HREC_ACB_4-11-24 ,,,,,,,,,,,,,
Plate Type: Standard Curve,,,,,,,,,,,,,
User: EGF User,,,,,,,,,,,,,
,,,,,,,,,,,,,
Document Information,,,,,,,,,,,,,
,,,,,,,,,,,,,
Operator: EGF User,,,,,,,,,,,,,
Run Date: Thursday, April 11, 2024 14:20:45,,,,,,,,,,,
Last Modified: Friday, April 12, 2024 10:05:19,,,,,,,,,,,
Instrument Type: Applied Biosystems 7500 Fast Real-Time PCR System,,,,,,,,,,,,,
,,,,,,,,,,,,,
Comments:,,,,,,,,,,,,,
SDS v1.4,,,,,,,,,,,,,
,,,,,,,,,,,,,
Thermal Cycler Profile,,,,,,,,,,,,,
Stage,Repetitions,Temperature,Time,Ramp Rate,Auto Increment,,,,,,,,
1,1,95.0 °C,15:00,Auto,,,,,,,,,
2,40,95.0 °C,0:10,Auto,,,,,,,,,
,,60.0 °C,0:15,Auto,,,,,,,,,
,,72.0 °C,0:30,Auto,,,,,,,,,
3 (Dissociation),1,95.0 °C,0:15,Auto,,,,,,,,,
,,60.0 °C,1:00,Auto,,,,,,,,,
,,95.0 °C,0:15,Auto,,,,,,,,,
,,60.0 °C,0:15,Auto,,,,,,,,,
Fast 7500 Mode,,,,,,,,,,,,,
Data Collection :  Stage 2 Step 3,,,,,,,,,,,,,
PCR Volume: 20 µL,,,,,,,,,,,,,
,,,,,,,,,,,,,
Well,Sample Name,Detector,Task,Ct,StdDev Ct,Qty,Mean Qty,StdDev Qty,Filtered,Tm,User Defined #1,User Defined #2,User Defined #3
A1,688,Rec_F1,Unknown,Undetermined,,,,,,79.3,,,
A2,688,Rec_F1,Unknown,Undetermined,,,,,,78.9,,,
A3,696,Rec_F1,Unknown,Undetermined,,,,,,65,,,
A4,696,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
A5,704,Rec_F1,Unknown,Undetermined,,,,,,65.6,,,
A6,704,Rec_F1,Unknown,Undetermined,,,,,,80.1,,,
A7,712,Rec_F1,Unknown,Undetermined,,,,,,80.1,,,
A8,712,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
A9,720,Rec_F1,Unknown,Undetermined,,,,,,79.8,,,
A10,720,Rec_F1,Unknown,Undetermined,,,,,,79.8,,,
A11,728,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
A12,728,Rec_F1,Unknown,Undetermined,,,,,,65.3,,,
B1,689,Rec_F1,Unknown,Undetermined,,,,,,65.6,,,
B2,689,Rec_F1,Unknown,Undetermined,,,,,,79.8,,,
B3,697,Rec_F1,Unknown,Undetermined,,,,,,65.9,,,
B4,697,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
B5,705,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
B6,705,Rec_F1,Unknown,Undetermined,,,,,,65,,,
B7,713,Rec_F1,Unknown,Undetermined,,,,,,65,,,
B8,713,Rec_F1,Unknown,Undetermined,,,,,,65,,,
B9,721,Rec_F1,Unknown,Undetermined,,,,,,66.4,,,
B10,721,Rec_F1,Unknown,Undetermined,,,,,,65,,,
B11,729,Rec_F1,Unknown,Undetermined,,,,,,66.7,,,
B12,729,Rec_F1,Unknown,Undetermined,,,,,,72.7,,,
C1,690,Rec_F1,Unknown,Undetermined,,,,,,66.7,,,
C2,690,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
C3,698,Rec_F1,Unknown,Undetermined,,,,,,65.6,,,
C4,698,Rec_F1,Unknown,Undetermined,,,,,,65,,,
C5,706,Rec_F1,Unknown,Undetermined,,,,,,65.9,,,
C6,706,Rec_F1,Unknown,Undetermined,,,,,,80.1,,,
C7,714,Rec_F1,Unknown,Undetermined,,,,,,65,,,
C8,714,Rec_F1,Unknown,Undetermined,,,,,,65.9,,,
C9,722,Rec_F1,Unknown,Undetermined,,,,,,65.6,,,
C10,722,Rec_F1,Unknown,Undetermined,,,,,,79.8,,,
C11,730,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
C12,730,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
D1,691,Rec_F1,Unknown,Undetermined,,,,,,79.8,,,
D2,691,Rec_F1,Unknown,Undetermined,,,,,,65,,,
D3,699,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
D4,699,Rec_F1,Unknown,Undetermined,,,,,,65.3,,,
D5,707,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
D6,707,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
D7,715,Rec_F1,Unknown,Undetermined,,,,,,66.4,,,
D8,715,Rec_F1,Unknown,Undetermined,,,,,,66.4,,,
D9,723,Rec_F1,Unknown,Undetermined,,,,,,66.7,,,
D10,723,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
D11,731,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
D12,731,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
E1,692,Rec_F1,Unknown,Undetermined,,,,,,67,,,
E2,692,Rec_F1,Unknown,Undetermined,,,,,,65.9,,,
E3,700,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
E4,700,Rec_F1,Unknown,Undetermined,,,,,,66.2,,,
E5,708,Rec_F1,Unknown,27.6112,0.151,,,,,79.8,,,
E6,708,Rec_F1,Unknown,27.398,0.151,,,,,79.8,,,
E7,716,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
E8,716,Rec_F1,Unknown,Undetermined,,,,,,80.1,,,
E9,724,Rec_F1,Unknown,Undetermined,,,,,,65,,,
E10,724,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
E11,732,Rec_F1,Unknown,Undetermined,,,,,,65.9,,,
E12,732,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
F1,693,Rec_F1,Unknown,Undetermined,,,,,,65.6,,,
F2,693,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
F3,701,Rec_F1,Unknown,Undetermined,,,,,,70.4,,,
F4,701,Rec_F1,Unknown,Undetermined,,,,,,80.1,,,
F5,709,Rec_F1,Unknown,Undetermined,,,,,,65.9,,,
F6,709,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
F7,717,Rec_F1,Unknown,Undetermined,,,,,,65.9,,,
F8,717,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
F9,725,Rec_F1,Unknown,Undetermined,,,,,,66.4,,,
F10,725,Rec_F1,Unknown,Undetermined,,,,,,66.2,,,
F11,ntc,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
F12,ntc,Rec_F1,Unknown,Undetermined,,,,,,66.7,,,
G1,694,Rec_F1,Unknown,Undetermined,,,,,,66.7,,,
G2,694,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
G3,702,Rec_F1,Unknown,Undetermined,,,,,,65,,,
G4,702,Rec_F1,Unknown,Undetermined,,,,,,65,,,
G5,710,Rec_F1,Unknown,30.9911,0.234,,,,,79.5,,,
