A10,90,Rec_F1,Unknown,Undetermined,,,,,,64.9,,,
B1,59,Rec_F1,Unknown,Undetermined,,,,,,65.7,,,
B2,59,Rec_F1,Unknown,Undetermined,,,,,,64.9,,,
B3,67,Rec_F1,Unknown,Undetermined,,,,,,80.4,,,
B4,67,Rec_F1,Unknown,Undetermined,,,,,,64.9,,,
B5,75,Rec_F1,Unknown,Undetermined,,,,,,65.7,,,
B6,75,Rec_F1,Unknown,Undetermined,,,,,,65.1,,,
B7,83,Rec_F1,Unknown,Undetermined,,,,,,65.7,,,
B8,83,Rec_F1,Unknown,Undetermined,,,,,,65.4,,,
B9,91,Rec_F1,Unknown,Undetermined,,,,,,65.7,,,
B10,91,Rec_F1,Unknown,Undetermined,,,,,,64.9,,,
C1,60,Rec_F1,Unknown,Undetermined,,,,,,68,,,
C2,60,Rec_F1,Unknown,Undetermined,,,,,,64.9,,,
C3,68,Rec_F1,Unknown,Undetermined,,,,,,65.4,,,
C4,68,Rec_F1,Unknown,Undetermined,,,,,,66.8,,,
C5,76,Rec_F1,Unknown,Undetermined,,,,,,65.4,,,
C6,76,Rec_F1,Unknown,Undetermined,,,,,,66,,,
C7,84,Rec_F1,Unknown,Undetermined,,,,,,67.7,,,
C8,84,Rec_F1,Unknown,Undetermined,,,,,,65.7,,,
C9,92,Rec_F1,Unknown,Undetermined,,,,,,69.1,,,
C10,92,Rec_F1,Unknown,Undetermined,,,,,,64.9,,,
D1,61,Rec_F1,Unknown,31.6968,0.0565,,,,,80.4,,,
D2,61,Rec_F1,Unknown,31.7766,0.0565,,,,,80.4,,,
D3,69,Rec_F1,Unknown,Undetermined,,,,,,64.9,,,
D4,69,Rec_F1,Unknown,Undetermined,,,,,,66.3,,,
D5,77,Rec_F1,Unknown,33.1546,0.146,,,,,80.7,,,
D6,77,Rec_F1,Unknown,32.9486,0.146,,,,,80.7,,,
D7,85,Rec_F1,Unknown,Undetermined,,,,,,64.9,,,
D8,85,Rec_F1,Unknown,Undetermined,,,,,,65.4,,,
D9,NTC,Rec_F1,Unknown,Undetermined,,,,,,66.3,,,
D10,NTC,Rec_F1,Unknown,Undetermined,,,,,,64.9,,,
E1,62,Rec_F1,Unknown,30.8148,0.0684,,,,,80.4,,,
E2,62,Rec_F1,Unknown,30.9116,0.0684,,,,,80.4,,,
E3,70,Rec_F1,Unknown,Undetermined,,,,,,64.9,,,
E4,70,Rec_F1,Unknown,Undetermined,,,,,,69.7,,,
E5,78,Rec_F1,Unknown,33.3165,0.516,,,,,80.7,,,
E6,78,Rec_F1,Unknown,34.0462,0.516,,,,,80.7,,,
E7,86,Rec_F1,Unknown,Undetermined,,,,,,64.9,,,
E8,86,Rec_F1,Unknown,Undetermined,,,,,,66.8,,,
E9,Negative,Rec_F1,Unknown,Undetermined,,,,,,80.4,,,
E10,Negative,Rec_F1,Unknown,Undetermined,,,,,,64.9,,,
F1,63,Rec_F1,Unknown,Undetermined,,,,,,67.7,,,
F2,63,Rec_F1,Unknown,Undetermined,,,,,,66,,,
F3,71,Rec_F1,Unknown,Undetermined,,,,,,64.9,,,
F4,71,Rec_F1,Unknown,Undetermined,,,,,,66.5,,,
F5,79,Rec_F1,Unknown,Undetermined,,,,,,65.1,,,
F6,79,Rec_F1,Unknown,Undetermined,,,,,,64.9,,,
F7,87,Rec_F1,Unknown,Undetermined,,,,,,67.7,,,
F8,87,Rec_F1,Unknown,Undetermined,,,,,,65.7,,,
F9,Positive,Rec_F1,Unknown,24.2249,0.848,,,,,80.1,,,
F10,Positive,Rec_F1,Unknown,25.4245,0.848,,,,,79.8,,,
G1,64,Rec_F1,Unknown,Undetermined,,,,,,66.5,,,
G2,64,Rec_F1,Unknown,Undetermined,,,,,,65.1,,,
G3,72,Rec_F1,Unknown,Undetermined,,,,,,68.5,,,
G4,72,Rec_F1,Unknown,Undetermined,,,,,,66.5,,,
G5,80,Rec_F1,Unknown,33.8917,0.228,,,,,80.4,,,
G6,80,Rec_F1,Unknown,34.2139,0.228,,,,,80.4,,,
G7,88,Rec_F1,Unknown,Undetermined,,,,,,64.9,,,
G8,88,Rec_F1,Unknown,Undetermined,,,,,,67.4,,,
H1,65,Rec_F1,Unknown,30.322,0.0876,,,,,79.8,,,
H2,65,Rec_F1,Unknown,30.1981,0.0876,,,,,80.1,,,
H3,73,Rec_F1,Unknown,Undetermined,,,,,,66.8,,,
H4,73,Rec_F1,Unknown,Undetermined,,,,,,65.4,,,
H5,81,Rec_F1,Unknown,33.3583,0.196,,,,,80.1,,,
H6,81,Rec_F1,Unknown,33.0805,0.196,,,,,80.1,,,
H7,89,Rec_F1,Unknown,Undetermined,,,,,,80.1,,,
H8,89,Rec_F1,Unknown,Undetermined,,,,,,66.5,,,
