Document Name: Hopland_plate40_11-02-22 ,,,,,,,,,,,,,
Plate Type: Standard Curve,,,,,,,,,,,,,
User: EGF User,,,,,,,,,,,,,
,,,,,,,,,,,,,
Document Information,,,,,,,,,,,,,
,,,,,,,,,,,,,
Operator: EGF User,,,,,,,,,,,,,
Run Date: Wednesday, November 02, 2022 12:35:55,,,,,,,,,,,
Last Modified: Wednesday, November 02, 2022 15:18:11,,,,,,,,,,,
Instrument Type: Applied Biosystems 7500 Fast Real-Time PCR System,,,,,,,,,,,,,
,,,,,,,,,,,,,
Comments:,,,,,,,,,,,,,
SDS v1.4,,,,,,,,,,,,,
,,,,,,,,,,,,,
Thermal Cycler Profile,,,,,,,,,,,,,
Stage,Repetitions,Temperature,Time,Ramp Rate,Auto Increment,,,,,,,,
1,1,95.0 °C,15:00,Auto,,,,,,,,,
2,40,95.0 °C,0:10,Auto,,,,,,,,,
,,60.0 °C,0:15,Auto,,,,,,,,,
,,72.0 °C,0:30,Auto,,,,,,,,,
3 (Dissociation),1,95.0 °C,0:15,Auto,,,,,,,,,
,,60.0 °C,1:00,Auto,,,,,,,,,
,,95.0 °C,0:15,Auto,,,,,,,,,
,,60.0 °C,0:15,Auto,,,,,,,,,
Fast 7500 Mode,,,,,,,,,,,,,
Data Collection :  Stage 2 Step 3,,,,,,,,,,,,,
PCR Volume: 20 µL,,,,,,,,,,,,,
,,,,,,,,,,,,,
Well,Sample Name,Detector,Task,Ct,StdDev Ct,Qty,Mean Qty,StdDev Qty,Filtered,Tm,User Defined #1,User Defined #2,User Defined #3
A1,47,Rec_F1,Unknown,30.1461,0.0231,,,,,80.6,,,
A2,47,Rec_F1,Unknown,30.1134,0.0231,,,,,80.8,,,
A3,55,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
A4,55,Rec_F1,Unknown,Undetermined,,,,,,68.8,,,
A5,63,Rec_F1,Unknown,28.7595,0.0504,,,,,80.8,,,
A6,63,Rec_F1,Unknown,28.6883,0.0504,,,,,81.1,,,
A7,71,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
A8,71,Rec_F1,Unknown,Undetermined,,,,,,66.6,,,
A9,79,Rec_F1,Unknown,Undetermined,,,,,,67.7,,,
A10,79,Rec_F1,Unknown,Undetermined,,,,,,80.8,,,
A11,87,Rec_F1,Unknown,Undetermined,,,,,,68.6,,,
A12,87,Rec_F1,Unknown,Undetermined,,,,,,66.9,,,
B1,48,Rec_F1,Unknown,31.5919,0.12,,,,,80.8,,,
B2,48,Rec_F1,Unknown,31.4224,0.12,,,,,80.8,,,
B3,56,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
B4,56,Rec_F1,Unknown,Undetermined,,,,,,65.5,,,
B5,64,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
B6,64,Rec_F1,Unknown,39.7721,,,,,,81.7,,,
B7,72,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
B8,72,Rec_F1,Unknown,Undetermined,,,,,,65.2,,,
B9,80,Rec_F1,Unknown,29.984,0.07,,,,,81.1,,,
B10,80,Rec_F1,Unknown,30.0829,0.07,,,,,81.1,,,
B11,88,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
B12,88,Rec_F1,Unknown,Undetermined,,,,,,81.4,,,
C1,49,Rec_F1,Unknown,39.585,,,,,,81.1,,,
C2,49,Rec_F1,Unknown,Undetermined,,,,,,81.4,,,
C3,57,Rec_F1,Unknown,Undetermined,,,,,,81.4,,,
C4,57,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
C5,65,Rec_F1,Unknown,38.6186,0.161,,,,,81.4,,,
C6,65,Rec_F1,Unknown,38.8464,0.161,,,,,81.4,,,
C7,73,Rec_F1,Unknown,Undetermined,,,,,,82.2,,,
C8,73,Rec_F1,Unknown,Undetermined,,,,,,69.1,,,
C9,81,Rec_F1,Unknown,Undetermined,,,,,,66,,,
C10,81,Rec_F1,Unknown,Undetermined,,,,,,66.9,,,
C11,89,Rec_F1,Unknown,27.5389,0.151,,,,,81.1,,,
C12,89,Rec_F1,Unknown,27.7524,0.151,,,,,80.8,,,
D1,50,Rec_F1,Unknown,29.3017,0.156,,,,,81.1,,,
D2,50,Rec_F1,Unknown,29.5218,0.156,,,,,81.1,,,
D3,58,Rec_F1,Unknown,Undetermined,,,,,,69.9,,,
D4,58,Rec_F1,Unknown,Undetermined,,,,,,66.6,,,
