Document Name: HREC_AF_2-07REDO_2-14-24 ,,,,,,,,,,,,,
Plate Type: Standard Curve,,,,,,,,,,,,,
User: EGF User,,,,,,,,,,,,,
,,,,,,,,,,,,,
Document Information,,,,,,,,,,,,,
,,,,,,,,,,,,,
Operator: EGF User,,,,,,,,,,,,,
Run Date: Wednesday, February 14, 2024 15:02:52,,,,,,,,,,,
Last Modified: Friday, February 16, 2024 10:19:29,,,,,,,,,,,
Instrument Type: Applied Biosystems 7500 Fast Real-Time PCR System,,,,,,,,,,,,,
,,,,,,,,,,,,,
Comments:,,,,,,,,,,,,,
SDS v1.4,,,,,,,,,,,,,
,,,,,,,,,,,,,
Thermal Cycler Profile,,,,,,,,,,,,,
Stage,Repetitions,Temperature,Time,Ramp Rate,Auto Increment,,,,,,,,
1,1,95.0 °C,15:00,Auto,,,,,,,,,
2,40,95.0 °C,0:10,Auto,,,,,,,,,
,,60.0 °C,0:15,Auto,,,,,,,,,
,,72.0 °C,0:30,Auto,,,,,,,,,
3 (Dissociation),1,95.0 °C,0:15,Auto,,,,,,,,,
,,60.0 °C,1:00,Auto,,,,,,,,,
,,95.0 °C,0:15,Auto,,,,,,,,,
,,60.0 °C,0:15,Auto,,,,,,,,,
Fast 7500 Mode,,,,,,,,,,,,,
Data Collection :  Stage 2 Step 3,,,,,,,,,,,,,
PCR Volume: 20 µL,,,,,,,,,,,,,
,,,,,,,,,,,,,
Well,Sample Name,Detector,Task,Ct,StdDev Ct,Qty,Mean Qty,StdDev Qty,Filtered,Tm,User Defined #1,User Defined #2,User Defined #3
A1,283,Rec_F1,Unknown,Undetermined,,,,,,65.5,,,
A2,283,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
A3,304,Rec_F1,Unknown,Undetermined,,,,,,79.6,,,
A4,304,Rec_F1,Unknown,Undetermined,,,,,,79.6,,,
A5,312,Rec_F1,Unknown,Undetermined,,,,,,79.6,,,
A6,312,Rec_F1,Unknown,Undetermined,,,,,,65.2,,,
A7,320,Rec_F1,Unknown,Undetermined,,,,,,79.3,,,
A8,320,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
A9,328,Rec_F1,Unknown,Undetermined,,,,,,79.6,,,
A10,328,Rec_F1,Unknown,Undetermined,,,,,,79.6,,,
A11,336,Rec_F1,Unknown,35.1523,0.829,,,,,79.3,,,
A12,336,Rec_F1,Unknown,33.9802,0.829,,,,,79.3,,,
B1,284,Rec_F1,Unknown,Undetermined,,,,,,66.8,,,
B2,284,Rec_F1,Unknown,Undetermined,,,,,,64.9,,,
B3,305,Rec_F1,Unknown,37.7693,1.68,,,,,79.6,,,
B4,305,Rec_F1,Unknown,35.3907,1.68,,,,,79.6,,,
B5,313,Rec_F1,Unknown,Undetermined,,,,,,79.8,,,
B6,313,Rec_F1,Unknown,Undetermined,,,,,,79.8,,,
B7,321,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
B8,321,Rec_F1,Unknown,Undetermined,,,,,,79.8,,,
B9,329,Rec_F1,Unknown,Undetermined,,,,,,79.8,,,
B10,329,Rec_F1,Unknown,Undetermined,,,,,,79.6,,,
B11,337,Rec_F1,Unknown,Undetermined,,,,,,79.8,,,
B12,337,Rec_F1,Unknown,Undetermined,,,,,,79.6,,,
C1,285,Rec_F1,Unknown,Undetermined,,,,,,64.9,,,
C2,285,Rec_F1,Unknown,Undetermined,,,,,,79.6,,,
C3,306,Rec_F1,Unknown,Undetermined,,,,,,79.8,,,
C4,306,Rec_F1,Unknown,Undetermined,,,,,,79.8,,,
C5,314,Rec_F1,Unknown,Undetermined,,,,,,65.7,,,
C6,314,Rec_F1,Unknown,Undetermined,,,,,,79.8,,,
C7,322,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
C8,322,Rec_F1,Unknown,Undetermined,,,,,,80.1,,,
C9,330,Rec_F1,Unknown,Undetermined,,,,,,79.8,,,
C10,330,Rec_F1,Unknown,Undetermined,,,,,,79.8,,,
C11,338,Rec_F1,Unknown,Undetermined,,,,,,79.8,,,
C12,338,Rec_F1,Unknown,Undetermined,,,,,,79.8,,,
D1,286,Rec_F1,Unknown,Undetermined,,,,,,79.6,,,
D2,286,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
D3,307,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
D4,307,Rec_F1,Unknown,Undetermined,,,,,,79.8,,,
D5,315,Rec_F1,Unknown,Undetermined,,,,,,65.7,,,
D6,315,Rec_F1,Unknown,Undetermined,,,,,,80.1,,,
D7,323,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
D8,323,Rec_F1,Unknown,Undetermined,,,,,,66,,,
D9,331,Rec_F1,Unknown,Undetermined,,,,,,68,,,
D10,331,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
D11,339,Rec_F1,Unknown,Undetermined,,,,,,80.1,,,
D12,339,Rec_F1,Unknown,Undetermined,,,,,,79.8,,,
E1,287,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
E2,287,Rec_F1,Unknown,Undetermined,,,,,,79.8,,,
E3,308,Rec_F1,Unknown,32.2534,0.42,,,,,79.6,,,
E4,308,Rec_F1,Unknown,31.6598,0.42,,,,,79.6,,,
E5,316,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
E6,316,Rec_F1,Unknown,Undetermined,,,,,,65.7,,,
E7,324,Rec_F1,Unknown,Undetermined,,,,,,79.8,,,
E8,324,Rec_F1,Unknown,Undetermined,,,,,,79.8,,,
E9,332,Rec_F1,Unknown,Undetermined,,,,,,80.1,,,
E10,332,Rec_F1,Unknown,Undetermined,,,,,,79.8,,,
E11,340,Rec_F1,Unknown,Undetermined,,,,,,79.8,,,
E12,340,Rec_F1,Unknown,Undetermined,,,,,,66,,,
F1,288,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
F2,288,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
F3,309,Rec_F1,Unknown,37.1077,0.972,,,,,79.6,,,
F4,309,Rec_F1,Unknown,35.7335,0.972,,,,,79.6,,,
F5,317,Rec_F1,Unknown,Undetermined,,,,,,68.5,,,
F6,317,Rec_F1,Unknown,Undetermined,,,,,,79.8,,,
F7,325,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
F8,325,Rec_F1,Unknown,Undetermined,,,,,,79.8,,,
F9,333,Rec_F1,Unknown,Undetermined,,,,,,66,,,
F10,333,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
F11,ntc,Rec_F1,Unknown,Undetermined,,,,,,64.9,,,
F12,ntc,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
G1,289,Rec_F1,Unknown,Undetermined,,,,,,79.3,,,
G2,289,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
G3,310,Rec_F1,Unknown,Undetermined,,,,,,79.8,,,
G4,310,Rec_F1,Unknown,Undetermined,,,,,,79.8,,,
G5,318,Rec_F1,Unknown,Undetermined,,,,,,66.8,,,
G6,318,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
G7,326,Rec_F1,Unknown,Undetermined,,,,,,65.2,,,
G8,326,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
G9,334,Rec_F1,Unknown,Undetermined,,,,,,79.8,,,
G10,334,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
G11,negative,Rec_F1,Unknown,Undetermined,,,,,,79.6,,,
G12,negative,Rec_F1,Unknown,Undetermined,,,,,,79.3,,,
H1,303,Rec_F1,Unknown,Undetermined,,,,,,79.3,,,
H2,303,Rec_F1,Unknown,Undetermined,,,,,,79,,,
H3,311,Rec_F1,Unknown,Undetermined,,,,,,79.3,,,
H4,311,Rec_F1,Unknown,Undetermined,,,,,,79.6,,,
H5,319,Rec_F1,Unknown,Undetermined,,,,,,65.7,,,
H6,319,Rec_F1,Unknown,Undetermined,,,,,,67.1,,,
H7,327,Rec_F1,Unknown,Undetermined,,,,,,66.8,,,
H8,327,Rec_F1,Unknown,Undetermined,,,,,,66.6,,,
H9,335,Rec_F1,Unknown,Undetermined,,,,,,79.6,,,
H10,335,Rec_F1,Unknown,Undetermined,,,,,,79.6,,,
H11,positive,Rec_F1,Unknown,25.1215,0.272,,,,,79,,,
H12,positive,Rec_F1,Unknown,24.7362,0.272,,,,,79,,,
