Document Name: Hopland_plate59_7-19-23 ,,,,,,,,,,,,,
Plate Type: Standard Curve,,,,,,,,,,,,,
User: EGF User,,,,,,,,,,,,,
,,,,,,,,,,,,,
Document Information,,,,,,,,,,,,,
,,,,,,,,,,,,,
Operator: EGF User,,,,,,,,,,,,,
Run Date: Wednesday, July 19, 2023 12:32:03,,,,,,,,,,,
Last Modified: Wednesday, July 19, 2023 16:19:04,,,,,,,,,,,
Instrument Type: Applied Biosystems 7500 Fast Real-Time PCR System,,,,,,,,,,,,,
,,,,,,,,,,,,,
Comments:,,,,,,,,,,,,,
SDS v1.4,,,,,,,,,,,,,
,,,,,,,,,,,,,
Thermal Cycler Profile,,,,,,,,,,,,,
Stage,Repetitions,Temperature,Time,Ramp Rate,Auto Increment,,,,,,,,
1,1,95.0 °C,15:00,Auto,,,,,,,,,
2,40,95.0 °C,0:10,Auto,,,,,,,,,
,,60.0 °C,0:15,Auto,,,,,,,,,
,,72.0 °C,0:30,Auto,,,,,,,,,
3 (Dissociation),1,95.0 °C,0:15,Auto,,,,,,,,,
,,60.0 °C,1:00,Auto,,,,,,,,,
,,95.0 °C,0:15,Auto,,,,,,,,,
,,60.0 °C,0:15,Auto,,,,,,,,,
Fast 7500 Mode,,,,,,,,,,,,,
Data Collection :  Stage 2 Step 3,,,,,,,,,,,,,
PCR Volume: 20 µL,,,,,,,,,,,,,
,,,,,,,,,,,,,
Well,Sample Name,Detector,Task,Ct,StdDev Ct,Qty,Mean Qty,StdDev Qty,Filtered,Tm,User Defined #1,User Defined #2,User Defined #3
A1,HD9,Rec_F1,Unknown,39.5421,,,,,,81,,,
A2,HD9,Rec_F1,Unknown,Undetermined,,,,,,67.6,,,
A3,OD10,Rec_F1,Unknown,30.6377,0.0938,,,,,80.4,,,
A4,OD10,Rec_F1,Unknown,30.7703,0.0938,,,,,80.7,,,
A5,4,Rec_F1,Unknown,Undetermined,,,,,,65.9,,,
A6,4,Rec_F1,Unknown,Undetermined,,,,,,64.8,,,
A7,12,Rec_F1,Unknown,Undetermined,,,,,,66.5,,,
A8,12,Rec_F1,Unknown,Undetermined,,,,,,65.4,,,
A9,20,Rec_F1,Unknown,Undetermined,,,,,,66.5,,,
A10,20,Rec_F1,Unknown,39.2457,,,,,,81,,,
A11,28,Rec_F1,Unknown,Undetermined,,,,,,64.8,,,
A12,28,Rec_F1,Unknown,Undetermined,,,,,,65.1,,,
B1,HD7,Rec_F1,Unknown,39.608,,,,,,81,,,
B2,HD7,Rec_F1,Unknown,Undetermined,,,,,,64.8,,,
B3,OJ8,Rec_F1,Unknown,37.4265,1.16,,,,,81,,,
B4,OJ8,Rec_F1,Unknown,39.0732,1.16,,,,,81,,,
B5,5,Rec_F1,Unknown,Undetermined,,,,,,81,,,
B6,5,Rec_F1,Unknown,Undetermined,,,,,,66.2,,,
B7,13,Rec_F1,Unknown,Undetermined,,,,,,65.9,,,
B8,13,Rec_F1,Unknown,Undetermined,,,,,,64.8,,,
B9,21,Rec_F1,Unknown,38.7574,0.106,,,,,81,,,
B10,21,Rec_F1,Unknown,38.6079,0.106,,,,,81,,,
B11,29,Rec_F1,Unknown,Undetermined,,,,,,64.8,,,
B12,29,Rec_F1,Unknown,Undetermined,,,,,,67.1,,,
C1,HD2,Rec_F1,Unknown,26.2052,0.00961,,,,,80.4,,,
C2,HD2,Rec_F1,Unknown,26.1916,0.00961,,,,,80.7,,,
C3,OJ9,Rec_F1,Unknown,27.3767,0.0811,,,,,80.7,,,
C4,OJ9,Rec_F1,Unknown,27.4915,0.0811,,,,,80.7,,,
C5,6,Rec_F1,Unknown,Undetermined,,,,,,64.8,,,
C6,6,Rec_F1,Unknown,Undetermined,,,,,,81.3,,,
C7,14,Rec_F1,Unknown,Undetermined,,,,,,65.9,,,
C8,14,Rec_F1,Unknown,Undetermined,,,,,,64.8,,,
C9,22,Rec_F1,Unknown,Undetermined,,,,,,67.3,,,
C10,22,Rec_F1,Unknown,Undetermined,,,,,,65.1,,,
C11,30,Rec_F1,Unknown,Undetermined,,,,,,65.9,,,
C12,30,Rec_F1,Unknown,Undetermined,,,,,,64.8,,,
D1,HJ6,Rec_F1,Unknown,39.3312,,,,,,81,,,
D2,HJ6,Rec_F1,Unknown,Undetermined,,,,,,66.2,,,
D3,OJ10,Rec_F1,Unknown,28.5109,0.182,,,,,81,,,
D4,OJ10,Rec_F1,Unknown,28.2539,0.182,,,,,81,,,
D5,7,Rec_F1,Unknown,Undetermined,,,,,,65.1,,,
D6,7,Rec_F1,Unknown,Undetermined,,,,,,64.8,,,
D7,15,Rec_F1,Unknown,Undetermined,,,,,,64.8,,,
D8,15,Rec_F1,Unknown,Undetermined,,,,,,64.8,,,
D9,23,Rec_F1,Unknown,Undetermined,,,,,,64.8,,,
D10,23,Rec_F1,Unknown,Undetermined,,,,,,64.8,,,
D11,31,Rec_F1,Unknown,Undetermined,,,,,,64.8,,,
D12,31,Rec_F1,Unknown,Undetermined,,,,,,67.3,,,
E1,OD3,Rec_F1,Unknown,27.4805,0.117,,,,,80.7,,,
E2,OD3,Rec_F1,Unknown,27.6461,0.117,,,,,81,,,
E3,J14,Rec_F1,Unknown,28.3786,0.0171,,,,,81,,,
E4,J14,Rec_F1,Unknown,28.4028,0.0171,,,,,81,,,
E5,8,Rec_F1,Unknown,Undetermined,,,,,,64.8,,,
E6,8,Rec_F1,Unknown,Undetermined,,,,,,67.3,,,
E7,16,Rec_F1,Unknown,Undetermined,,,,,,81.6,,,
E8,16,Rec_F1,Unknown,Undetermined,,,,,,64.8,,,
E9,24,Rec_F1,Unknown,Undetermined,,,,,,65.9,,,
E10,24,Rec_F1,Unknown,Undetermined,,,,,,64.8,,,
E11,32,Rec_F1,Unknown,39.6684,,,,,,81.3,,,
E12,32,Rec_F1,Unknown,Undetermined,,,,,,64.8,,,
F1,OD7,Rec_F1,Unknown,Undetermined,,,,,,67.3,,,
F2,OD7,Rec_F1,Unknown,39.0267,,,,,,81.3,,,
F3,1,Rec_F1,Unknown,Undetermined,,,,,,65.6,,,
F4,1,Rec_F1,Unknown,Undetermined,,,,,,66.2,,,
F5,9,Rec_F1,Unknown,Undetermined,,,,,,65.1,,,
F6,9,Rec_F1,Unknown,Undetermined,,,,,,65.1,,,
F7,17,Rec_F1,Unknown,Undetermined,,,,,,64.8,,,
F8,17,Rec_F1,Unknown,Undetermined,,,,,,64.8,,,
F9,25,Rec_F1,Unknown,Undetermined,,,,,,64.8,,,
