Document Name: HREC_AF_2-21-24 ,,,,,,,,,,,,,
Plate Type: Standard Curve,,,,,,,,,,,,,
User: EGF User,,,,,,,,,,,,,
,,,,,,,,,,,,,
Document Information,,,,,,,,,,,,,
,,,,,,,,,,,,,
Operator: EGF User,,,,,,,,,,,,,
Run Date: Wednesday, February 21, 2024 15:11:49,,,,,,,,,,,
Last Modified: Thursday, February 22, 2024 13:53:16,,,,,,,,,,,
Instrument Type: Applied Biosystems 7500 Fast Real-Time PCR System,,,,,,,,,,,,,
,,,,,,,,,,,,,
Comments:,,,,,,,,,,,,,
SDS v1.4,,,,,,,,,,,,,
Thermal Cycler Profile,,,,,,,,,,,,,
Stage,Repetitions,Temperature,Time,Ramp Rate,Auto Increment,,,,,,,,
1,1,95.0 °C,15:00,Auto,,,,,,,,,
2,40,95.0 °C,0:10,Auto,,,,,,,,,
,,60.0 °C,0:15,Auto,,,,,,,,,
,,72.0 °C,0:30,Auto,,,,,,,,,
3 (Dissociation),1,95.0 °C,0:15,Auto,,,,,,,,,
,,60.0 °C,1:00,Auto,,,,,,,,,
,,95.0 °C,0:15,Auto,,,,,,,,,
,,60.0 °C,0:15,Auto,,,,,,,,,
Fast 7500 Mode,,,,,,,,,,,,,
Data Collection :  Stage 2 Step 3,,,,,,,,,,,,,
PCR Volume: 20 µL,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Well,Sample Name,Detector,Task,Ct,StdDev Ct,Qty,Mean Qty,StdDev Qty,Filtered,Tm,User Defined #1,User Defined #2,User Defined #3
A1,341,Rec_F1,Unknown,Undetermined,,,,,,79.3,,,
A2,341,Rec_F1,Unknown,Undetermined,,,,,,79.3,,,
A3,349,Rec_F1,Unknown,Undetermined,,,,,,64.6,,,
A4,349,Rec_F1,Unknown,Undetermined,,,,,,64.6,,,
A5,357,Rec_F1,Unknown,Undetermined,,,,,,79.6,,,
A6,357,Rec_F1,Unknown,Undetermined,,,,,,79.6,,,
A7,365,Rec_F1,Unknown,Undetermined,,,,,,64.6,,,
A8,365,Rec_F1,Unknown,Undetermined,,,,,,79.6,,,
A9,373,Rec_F1,Unknown,Undetermined,,,,,,66.3,,,
A10,373,Rec_F1,Unknown,Undetermined,,,,,,70.5,,,
A11,381,Rec_F1,Unknown,Undetermined,,,,,,66.8,,,
A12,381,Rec_F1,Unknown,Undetermined,,,,,,79.6,,,
B1,342,Rec_F1,Unknown,Undetermined,,,,,,64.6,,,
B2,342,Rec_F1,Unknown,Undetermined,,,,,,64.6,,,
B3,350,Rec_F1,Unknown,Undetermined,,,,,,79.6,,,
B4,350,Rec_F1,Unknown,Undetermined,,,,,,65.2,,,
B5,358,Rec_F1,Unknown,Undetermined,,,,,,65.5,,,
