Document Name: Hopland_Plate07_11-2-21 ,,,,,,,,,,,,,
Plate Type: Standard Curve,,,,,,,,,,,,,
User: EGF User,,,,,,,,,,,,,
,,,,,,,,,,,,,
Document Information,,,,,,,,,,,,,
,,,,,,,,,,,,,
Operator: EGF User,,,,,,,,,,,,,
Run Date: Tuesday, November 02, 2021 12:20:49,,,,,,,,,,,
Last Modified: Tuesday, November 02, 2021 14:41:07,,,,,,,,,,,
Instrument Type: Applied Biosystems 7500 Fast Real-Time PCR System,,,,,,,,,,,,,
,,,,,,,,,,,,,
Comments:,,,,,,,,,,,,,
SDS v1.4,,,,,,,,,,,,,
,,,,,,,,,,,,,
Thermal Cycler Profile,,,,,,,,,,,,,
Stage,Repetitions,Temperature,Time,Ramp Rate,Auto Increment,,,,,,,,
1,1,95.0 °C,15:00,Auto,,,,,,,,,
2,40,95.0 °C,0:10,Auto,,,,,,,,,
,,60.0 °C,0:15,Auto,,,,,,,,,
,,72.0 °C,0:30,Auto,,,,,,,,,
3 (Dissociation),1,95.0 °C,0:15,Auto,,,,,,,,,
,,60.0 °C,1:00,Auto,,,,,,,,,
,,95.0 °C,0:15,Auto,,,,,,,,,
,,60.0 °C,0:15,Auto,,,,,,,,,
Fast 7500 Mode,,,,,,,,,,,,,
Data Collection :  Stage 2 Step 3,,,,,,,,,,,,,
PCR Volume: 20 µL,,,,,,,,,,,,,
,,,,,,,,,,,,,
Well,Sample Name,Detector,Task,Ct,StdDev Ct,Qty,Mean Qty,StdDev Qty,Filtered,Tm,User Defined #1,User Defined #2,User Defined #3
A1,91,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
A2,91,Rec_F1,Unknown,39.1492,,,,,,81.3,,,
A3,111,Rec_F1,Unknown,29.7914,0.199,,,,,81,,,
A4,111,Rec_F1,Unknown,30.0728,0.199,,,,,81,,,
A5,119,Rec_F1,Unknown,Undetermined,,,,,,65.3,,,
A6,119,Rec_F1,Unknown,Undetermined,,,,,,74.7,,,
A7,127,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
A8,127,Rec_F1,Unknown,Undetermined,,,,,,66.1,,,
A9,Neg,Rec_F1,Unknown,Undetermined,,,,,,66.6,,,
A10,Neg,Rec_F1,Unknown,Undetermined,,,,,,65,,,
B1,92,Rec_F1,Unknown,32.1585,0.0211,,,,,81,,,
B2,92,Rec_F1,Unknown,32.1884,0.0211,,,,,81.3,,,
B3,112,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
B4,112,Rec_F1,Unknown,Undetermined,,,,,,66.1,,,
B5,120,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
B6,120,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
B7,128,Rec_F1,Unknown,Undetermined,,,,,,66.3,,,
B8,128,Rec_F1,Unknown,Undetermined,,,,,,65.5,,,
B9,Pos,Rec_F1,Unknown,24.4054,0.178,,,,,81,,,
B10,Pos,Rec_F1,Unknown,24.6577,0.178,,,,,80.8,,,
C1,93,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
C2,93,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
C3,113,Rec_F1,Unknown,Undetermined,,,,,,66.3,,,
C4,113,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
C5,121,Rec_F1,Unknown,Undetermined,,,,,,74.7,,,
C6,121,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
C7,129,Rec_F1,Unknown,27.6296,0.959,,,,,81.3,,,
C8,129,Rec_F1,Unknown,26.2731,0.959,,,,,81.3,,,
D1,106,Rec_F1,Unknown,Undetermined,,,,,,65.3,,,
D2,106,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
D3,114,Rec_F1,Unknown,35.4315,0.418,,,,,81.6,,,
D4,114,Rec_F1,Unknown,36.0224,0.418,,,,,81.9,,,
D5,122,Rec_F1,Unknown,31.1396,0.713,,,,,81.6,,,
D6,122,Rec_F1,Unknown,32.1484,0.713,,,,,81.6,,,
D7,130,Rec_F1,Unknown,35.3195,0.776,,,,,81.9,,,
D8,130,Rec_F1,Unknown,36.4174,0.776,,,,,81.6,,,
E1,107,Rec_F1,Unknown,28.7567,0.00286,,,,,81.3,,,
E2,107,Rec_F1,Unknown,28.7607,0.00286,,,,,81.3,,,
E3,115,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
E4,115,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
E5,123,Rec_F1,Unknown,Undetermined,,,,,,66.3,,,
E6,123,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
E7,131,Rec_F1,Unknown,28.0544,0.284,,,,,81.6,,,
E8,131,Rec_F1,Unknown,27.6529,0.284,,,,,81.6,,,
F1,108,Rec_F1,Unknown,38.7348,,,,,,81.3,,,
F2,108,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
F3,116,Rec_F1,Unknown,25.3101,0.077,,,,,81.3,,,
F4,116,Rec_F1,Unknown,25.2012,0.077,,,,,81.3,,,
F5,124,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
F6,124,Rec_F1,Unknown,35.8236,,,,,,81.6,,,
F7,132,Rec_F1,Unknown,27.8159,0.125,,,,,81.3,,,
F8,132,Rec_F1,Unknown,27.6397,0.125,,,,,81.3,,,
G1,109,Rec_F1,Unknown,27.7687,0.106,,,,,81,,,
G2,109,Rec_F1,Unknown,27.6191,0.106,,,,,81,,,
G3,117,Rec_F1,Unknown,37.4104,0.366,,,,,81.6,,,
G4,117,Rec_F1,Unknown,36.8924,0.366,,,,,81.3,,,
G5,125,Rec_F1,Unknown,Undetermined,,,,,,65.5,,,
G6,125,Rec_F1,Unknown,Undetermined,,,,,,74.7,,,
G7,133,Rec_F1,Unknown,Undetermined,,,,,,65,,,
G8,133,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
H1,110,Rec_F1,Unknown,29.1052,0.116,,,,,80.8,,,
H2,110,Rec_F1,Unknown,28.9414,0.116,,,,,81,,,
H3,118,Rec_F1,Unknown,37.0053,0.543,,,,,81.3,,,
H4,118,Rec_F1,Unknown,37.7737,0.543,,,,,81.3,,,
H5,126,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
H6,126,Rec_F1,Unknown,Undetermined,,,,,,65,,,
H7,NTC,Rec_F1,Unknown,Undetermined,,,,,,65.3,,,
H8,NTC,Rec_F1,Unknown,Undetermined,,,,,,68.5,,,
