Document Name: hopland_plate03_080621 ,,,,,,,,,,,,,
Plate Type: Standard Curve,,,,,,,,,,,,,
User: EGF User,,,,,,,,,,,,,
,,,,,,,,,,,,,
Document Information,,,,,,,,,,,,,
,,,,,,,,,,,,,
Operator: EGF User,,,,,,,,,,,,,
Run Date: Friday, August 06, 2021 10:30:15,,,,,,,,,,,
Last Modified: Friday, August 06, 2021 12:12:37,,,,,,,,,,,
Instrument Type: Applied Biosystems 7500 Fast Real-Time PCR System,,,,,,,,,,,,,
,,,,,,,,,,,,,
Comments:,,,,,,,,,,,,,
SDS v1.4,,,,,,,,,,,,,
,,,,,,,,,,,,,
Thermal Cycler Profile,,,,,,,,,,,,,
Stage,Repetitions,Temperature,Time,Ramp Rate,Auto Increment,,,,,,,,
1,1,95.0 °C,15:00,Auto,,,,,,,,,
2,40,95.0 °C,0:10,Auto,,,,,,,,,
,,60.0 °C,0:15,Auto,,,,,,,,,
,,72.0 °C,0:30,Auto,,,,,,,,,
3 (Dissociation),1,95.0 °C,0:15,Auto,,,,,,,,,
,,60.0 °C,1:00,Auto,,,,,,,,,
,,95.0 °C,0:15,Auto,,,,,,,,,
,,60.0 °C,0:15,Auto,,,,,,,,,
Fast 7500 Mode,,,,,,,,,,,,,
Data Collection :  Stage 2 Step 3,,,,,,,,,,,,,
PCR Volume: 20 µL,,,,,,,,,,,,,
,,,,,,,,,,,,,
Well,Sample Name,Detector,Task,Ct,StdDev Ct,Qty,Mean Qty,StdDev Qty,Filtered,Tm,User Defined #1,User Defined #2,User Defined #3
A1,91,Rec_F1,Unknown,37.6274,0.87,,,,,81.4,,,
A2,91,Rec_F1,Unknown,36.3974,0.87,,,,,81.4,,,
A3,99,Rec_F1,Unknown,25.7534,0.131,,,,,81.1,,,
A4,99,Rec_F1,Unknown,25.5675,0.131,,,,,81.1,,,
A5,107,Rec_F1,Unknown,Undetermined,,,,,,66.4,,,
A6,107,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
B1,92,Rec_F1,Unknown,Undetermined,,,,,,65.8,,,
B2,92,Rec_F1,Unknown,Undetermined,,,,,,65.8,,,
B3,100,Rec_F1,Unknown,38.4189,0.215,,,,,81.4,,,
B4,100,Rec_F1,Unknown,38.7225,0.215,,,,,81.7,,,
B5,108,Rec_F1,Unknown,Undetermined,,,,,,66.6,,,
B6,108,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
C1,93,Rec_F1,Unknown,Undetermined,,,,,,66.1,,,
C2,93,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
C3,101,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
C4,101,Rec_F1,Unknown,39.2109,,,,,,82,,,
C5,ntc,Rec_F1,Unknown,Undetermined,,,,,,66.4,,,
C6,ntc,Rec_F1,Unknown,Undetermined,,,,,,67.4,,,
D1,94,Rec_F1,Unknown,Undetermined,,,,,,65,,,
D2,94,Rec_F1,Unknown,Undetermined,,,,,,65.8,,,
D3,102,Rec_F1,Unknown,27.083,0.225,,,,,81.4,,,
D4,102,Rec_F1,Unknown,26.7646,0.225,,,,,81.7,,,
D5,negative,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
D6,negative,Rec_F1,Unknown,Undetermined,,,,,,65.3,,,
E1,95,Rec_F1,Unknown,Undetermined,,,,,,66.6,,,
E2,95,Rec_F1,Unknown,Undetermined,,,,,,69.1,,,
E3,103,Rec_F1,Unknown,25.5375,0.0736,,,,,81.7,,,
E4,103,Rec_F1,Unknown,25.4334,0.0736,,,,,81.7,,,
E5,positive,Rec_F1,Unknown,24.2455,0.0271,,,,,81.7,,,
E6,positive,Rec_F1,Unknown,24.2072,0.0271,,,,,81.7,,,
F1,96,Rec_F1,Unknown,Undetermined,,,,,,65.3,,,
F2,96,Rec_F1,Unknown,Undetermined,,,,,,68.3,,,
F3,104,Rec_F1,Unknown,Undetermined,,,,,,65.5,,,
F4,104,Rec_F1,Unknown,Undetermined,,,,,,65.3,,,
G1,97,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
G2,97,Rec_F1,Unknown,Undetermined,,,,,,66.6,,,
G3,105,Rec_F1,Unknown,Undetermined,,,,,,67.2,,,
G4,105,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
H1,98,Rec_F1,Unknown,Undetermined,,,,,,81.4,,,
H2,98,Rec_F1,Unknown,Undetermined,,,,,,65.8,,,
H3,106,Rec_F1,Unknown,Undetermined,,,,,,66.4,,,
H4,106,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
