B1,523,Rec_F1,Unknown,Undetermined,,,,,,70.3,,,
B2,523,Rec_F1,Unknown,Undetermined,,,,,,64.9,,,
B3,531,Rec_F1,Unknown,Undetermined,,,,,,79.1,,,
B4,531,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
B5,539,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
B6,539,Rec_F1,Unknown,Undetermined,,,,,,65.8,,,
B7,547,Rec_F1,Unknown,Undetermined,,,,,,65.2,,,
B8,547,Rec_F1,Unknown,Undetermined,,,,,,67.8,,,
B9,555,Rec_F1,Unknown,Undetermined,,,,,,65.5,,,
B10,555,Rec_F1,Unknown,Undetermined,,,,,,66.6,,,
B11,ntc,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
B12,ntc,Rec_F1,Unknown,Undetermined,,,,,,66.1,,,
C1,524,Rec_F1,Unknown,Undetermined,,,,,,67.5,,,
C2,524,Rec_F1,Unknown,Undetermined,,,,,,66.4,,,
C3,532,Rec_F1,Unknown,35.5608,0.26,,,,,79.1,,,
C4,532,Rec_F1,Unknown,35.1937,0.26,,,,,79.1,,,
C5,540,Rec_F1,Unknown,Undetermined,,,,,,64.9,,,
C6,540,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
C7,548,Rec_F1,Unknown,Undetermined,,,,,,64.9,,,
C8,548,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
C9,556,Rec_F1,Unknown,32.0047,1.46,,,,,79.1,,,
C10,556,Rec_F1,Unknown,34.0724,1.46,,,,,79.1,,,
C11,negative,Rec_F1,Unknown,Undetermined,,,,,,79.1,,,
C12,negative,Rec_F1,Unknown,Undetermined,,,,,,78.8,,,
D1,525,Rec_F1,Unknown,32.0717,0.0633,,,,,78.8,,,
D2,525,Rec_F1,Unknown,31.9822,0.0633,,,,,79.1,,,
D3,533,Rec_F1,Unknown,30.5069,0.267,,,,,79.1,,,
D4,533,Rec_F1,Unknown,30.1292,0.267,,,,,79.1,,,
D5,541,Rec_F1,Unknown,33.582,0.7,,,,,79.1,,,
D6,541,Rec_F1,Unknown,32.592,0.7,,,,,79.4,,,
D7,549,Rec_F1,Unknown,28.9299,0.339,,,,,79.4,,,
D8,549,Rec_F1,Unknown,29.4087,0.339,,,,,79.4,,,
D9,557,Rec_F1,Unknown,30.0784,0.532,,,,,79.4,,,
D10,557,Rec_F1,Unknown,30.8303,0.532,,,,,79.4,,,
D11,positive,Rec_F1,Unknown,38.2556,1.2,,,,,79.1,,,
D12,positive,Rec_F1,Unknown,39.9476,1.2,,,,,78.8,,,
E1,526,Rec_F1,Unknown,31.9216,0.267,,,,,78.8,,,
E2,526,Rec_F1,Unknown,32.2988,0.267,,,,,79.1,,,
E3,534,Rec_F1,Unknown,28.9145,0.213,,,,,79.1,,,
E4,534,Rec_F1,Unknown,28.6129,0.213,,,,,79.1,,,
E5,542,Rec_F1,Unknown,Undetermined,,,,,,65.2,,,
E6,542,Rec_F1,Unknown,Undetermined,,,,,,64.7,,,
E7,550,Rec_F1,Unknown,Undetermined,,,,,,65.2,,,
E8,550,Rec_F1,Unknown,Undetermined,,,,,,65.2,,,
E9,558,Rec_F1,Unknown,Undetermined,,,,,,79.4,,,
E10,558,Rec_F1,Unknown,Undetermined,,,,,,79.4,,,
F1,527,Rec_F1,Unknown,Undetermined,,,,,,65.5,,,
F2,527,Rec_F1,Unknown,Undetermined,,,,,,67.5,,,
F3,535,Rec_F1,Unknown,Undetermined,,,,,,68.9,,,
F4,535,Rec_F1,Unknown,Undetermined,,,,,,66.4,,,
F5,543,Rec_F1,Unknown,Undetermined,,,,,,66.1,,,
F6,543,Rec_F1,Unknown,Undetermined,,,,,,64.9,,,
F7,551,Rec_F1,Unknown,28.7457,0.728,,,,,79.1,,,
F8,551,Rec_F1,Unknown,29.7747,0.728,,,,,79.1,,,
F9,559,Rec_F1,Unknown,38.5521,0.981,,,,,79.1,,,
F10,559,Rec_F1,Unknown,39.94,0.981,,,,,79.1,,,
G1,528,Rec_F1,Unknown,Undetermined,,,,,,82.2,,,
G2,528,Rec_F1,Unknown,Undetermined,,,,,,65.2,,,
G3,536,Rec_F1,Unknown,Undetermined,,,,,,79.1,,,
G4,536,Rec_F1,Unknown,Undetermined,,,,,,79.1,,,
G5,544,Rec_F1,Unknown,Undetermined,,,,,,65.2,,,
G6,544,Rec_F1,Unknown,Undetermined,,,,,,66.1,,,
G7,552,Rec_F1,Unknown,30.8077,0.377,,,,,78.8,,,
G8,552,Rec_F1,Unknown,31.3408,0.377,,,,,78.8,,,
G9,560,Rec_F1,Unknown,31.2745,0.879,,,,,78.8,,,
G10,560,Rec_F1,Unknown,32.5183,0.879,,,,,78.8,,,
H1,529,Rec_F1,Unknown,Undetermined,,,,,,66.1,,,
H2,529,Rec_F1,Unknown,Undetermined,,,,,,65.8,,,
H3,537,Rec_F1,Unknown,32.7984,0.262,,,,,78.6,,,
H4,537,Rec_F1,Unknown,32.4285,0.262,,,,,78.6,,,
H5,545,Rec_F1,Unknown,Undetermined,,,,,,66.4,,,
H6,545,Rec_F1,Unknown,Undetermined,,,,,,65.2,,,
H7,553,Rec_F1,Unknown,Undetermined,,,,,,68.1,,,
H8,553,Rec_F1,Unknown,Undetermined,,,,,,79.1,,,
H9,561,Rec_F1,Unknown,Undetermined,,,,,,78.8,,,
H10,561,Rec_F1,Unknown,Undetermined,,,,,,78.8,,,
